Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
12310000,1.9882839,5999.0,1222.337777780764,-0.006273343,0.0,0.0,1.0
12320000,2.0050542,None,None,0.01465109,None,None,1.0
12330000,1.9990041,5999.0,1222.327508599788,0.010814645,0.0,0.0,1.0
12340000,2.0006464,5999.0,1222.3164505167051,-0.0071797944,0.0,0.0,1.0
12350000,1.985544,None,None,0.006509123,None,None,1.0
12360000,1.975449,5999.0,1222.3105488444305,-0.0065141073,0.0,0.0,1.0
12370000,1.9875433,5999.0,1222.654134001221,0.0041141436,0.5,0.5,1.0
12380000,2.0073276,5999.0,1222.5692144252391,-0.004963248,-0.3333333333333333,-0.3333333333333333,1.0
12390000,1.9981942,5781.0,1222.3203932326314,-0.0035795479,-0.3333333333333333,-0.3333333333333333,1.0
12400000,1.9785386,3595.5,1222.5783764060202,0.006274767,0.5,0.5,1.0
12410000,1.9757816,5999.0,1222.8283639258216,-0.007581903,0.0,0.0,1.0
12420000,2.0165696,5999.0,1222.8283639258216,-0.004639189,0.0,0.0,1.0
12430000,2.0156496,586.5,1223.4373667750797,0.015745206,0.25,0.25,1.0
12440000,1.9967259,1485.0,1223.5524530794773,0.008668922,0.5,0.5,1.0
12450000,1.9605628,2946.0,1223.8032502903309,0.015133339,None,None,1.0
12460000,1.9758207,3494.5,1223.3076139227564,0.026462227,-0.3333333333333333,-0.3333333333333333,1.0
12470000,1.9816113,3335.6666666666665,1222.8051929306826,0.030331878,-0.3333333333333333,-0.3333333333333333,1.0
12480000,1.9852767,5999.0,1222.804563070292,0.046892166,0.0,0.0,1.0
12490000,1.9761631,4897.0,1222.6683556022665,0.034482334,0.25,0.25,1.0
12500000,1.9993026,None,None,0.018985089,None,None,1.0
12510000,1.9825773,4970.0,1223.122493300032,0.00024704,-0.5,-0.5,1.0
12520000,2.0218077,3806.0,1223.0369130578692,0.008680658,0.5,0.5,1.0
12530000,1.9918679,1287.0,1222.2932902327675,-0.0042202007,-1.0,-1.0,1.0
12540000,1.9840888,4524.333333333333,1222.1351491463902,0.007639505,-0.3333333333333333,-0.3333333333333333,1.0
12550000,1.9751971,4197.0,1222.3014835712652,0.006105796,0.3333333333333333,0.3333333333333333,1.0
12560000,1.9650967,2938.0,1223.1376885774823,-0.0012596039,1.0,1.0,1.0
12570000,1.9714082,3753.75,1223.5566997322408,0.021674098,0.0,0.0,1.0
12580000,1.9982824,5999.0,1223.3030238881395,0.00785135,-0.5,-0.5,1.0
12590000,1.9903038,4641.0,1222.9600461846146,0.015070604,-0.3333333333333333,-0.3333333333333333,1.0
12600000,1.9775325,2912.5,1222.5338351570513,0.044455852,0.0,0.0,1.0
12610000,2.0100737,3201.5,1222.523005491347,-0.0006862711,0.0,0.0,1.0
12620000,2.028687,3353.5,1222.2706028331181,0.0029048515,-0.5,-0.5,1.0
12630000,2.0280337,3237.0,1222.274122388696,0.0020023177,0.0,0.0,1.0
12640000,2.0177736,1674.0,1222.2677952109557,-0.0003661588,0.0,0.0,1.0
12650000,1.9825408,684.0,1221.7682206757463,0.00036730216,-1.0,-1.0,1.0
12660000,2.0032988,3064.0,1222.2696754921692,0.027044926,0.25,0.25,1.0
12670000,1.9788694,4040.3333333333335,1222.2725729918384,0.0006835524,0.0,0.0,1.0
12680000,1.9940045,3812.0,1221.7747361202514,-0.047079433,-0.5,-0.5,1.0
12690000,1.9992366,3730.0,1221.5145784982747,-0.005970769,-0.5,-0.5,1.0
12700000,1.9709777,5999.0,1221.2628278221346,-0.03077519,0.0,0.0,1.0
12710000,1.9898632,5099.75,1220.8901085366654,0.006741857,-0.3333333333333333,-0.3333333333333333,1.0
12720000,1.9969486,None,None,-0.050173678,0.0,0.0,1.0
12730000,1.9535618,4603.5,1220.2730224328686,0.0055550127,-0.5,-0.5,1.0
12740000,1.9292933,4279.333333333333,1219.452811552161,-0.06768859,-1.0,-1.0,1.0
12750000,1.9464916,3641.3333333333335,1219.2910438608103,-0.039908245,0.0,0.0,1.0
12760000,1.9636483,3220.6666666666665,1219.4609712651645,-0.008762457,0.25,0.25,1.0
12770000,1.9494851,4697.333333333333,1219.9755397335382,-0.033029705,0.0,0.0,1.0
12780000,1.9291406,5999.0,1219.320925571902,-0.039550588,None,None,1.0
12790000,1.9472735,5999.0,1219.320925571902,-0.048793003,0.0,0.0,1.0
12800000,1.9476525,5148.333333333333,1219.4898598666434,-0.08196615,0.0,0.0,1.0
12810000,1.9687685,1632.0,1219.8328740306572,-0.026885293,1.0,1.0,1.0
12820000,1.9584309,3792.714285714286,1218.2175757818784,-0.03347107,-0.6666666666666666,-0.6666666666666666,1.0
12830000,1.9736788,569.0,1217.2149711971779,-0.010858095,-0.5,-0.5,1.0
12840000,1.977951,None,None,0.025967117,None,None,1.0
12850000,1.9896408,2865.0,1217.3936438705366,-0.003065604,1.0,1.0,1.0
12860000,1.9805881,2014.0,1217.8995165733938,0.10305763,1.0,1.0,1.0
12870000,1.9961443,3166.4285714285716,1218.6946483869358,0.04114253,0.2857142857142857,0.2857142857142857,1.0
12880000,1.9775476,2769.0,1218.9238851547602,0.01804305,0.5,0.5,1.0
12890000,1.9770772,5999.0,1218.923901137508,0.016735217,0.0,0.0,1.0
12900000,1.986767,None,None,0.025906619,None,None,1.0
12910000,1.9665976,5999.0,1218.923901137508,0.012730099,0.0,0.0,1.0
12920000,1.9651939,5999.0,1219.1815280441208,0.0031437029,0.3333333333333333,0.3333333333333333,1.0
12930000,1.9858938,5999.0,1219.4332992628474,-0.0027010026,0.0,0.0,1.0
12940000,1.981996,5999.0,1219.4412194880867,-0.004947341,0.0,0.0,1.0
12950000,1.9758373,None,None,-0.004858974,None,None,1.0
12960000,1.9644474,5999.0,1219.4435592672291,-0.005898218,0.0,0.0,1.0
12970000,1.9597793,5999.0,1219.314877481882,-0.014764083,-0.5,-0.5,1.0
12980000,1.9923054,4158.333333333333,1218.4414065485382,0.010857418,-0.5,-0.5,1.0
12990000,2.003605,5999.0,1218.4439877887803,0.0020693485,0.0,0.0,1.0
13000000,2.010032,None,None,-0.0013122343,None,None,1.0
13010000,1.9803932,3994.5,1218.7102113818892,0.012610895,0.0,0.0,1.0
13020000,1.9877467,4014.6666666666665,1217.9784175660172,-0.010200992,-0.5,-0.5,1.0
13030000,1.9894972,4151.666666666667,1218.1630156687722,0.0019600235,0.25,0.25,1.0
13040000,1.9925551,1330.5,1218.5137455222734,0.0010733379,0.0,0.0,1.0
13050000,1.9927475,None,None,-0.0023388318,None,None,1.0
13060000,1.9847523,3707.0,1218.5175302415907,0.00035609715,0.0,0.0,1.0
13070000,1.989368,3367.0,1219.3952581934118,0.012156355,0.5,0.5,1.0
13080000,1.9784008,5392.666666666667,1219.8704417046392,0.0019815436,0.3333333333333333,0.3333333333333333,1.0
13090000,1.979474,5999.0,1220.0397618940597,-0.026543614,0.0,0.0,1.0
13100000,1.9506826,1496.6,1219.9412162775745,-0.047846716,-0.2,-0.2,1.0
13110000,1.9672732,3048.5,1219.545780538787,0.006817452,-1.0,-1.0,1.0
13120000,1.9687475,5771.0,1219.5509955743341,0.016836602,0.0,0.0,1.0
13130000,1.9825704,5999.0,1219.0530481118665,0.029584114,-0.5,-0.5,1.0
13140000,1.9945363,None,None,0.02128954,0.0,0.0,1.0
13150000,1.9876318,5999.0,1219.562421632594,0.021665232,0.3333333333333333,0.3333333333333333,1.0
13160000,1.9670314,1238.0,1220.0650718986485,-0.016978364,1.0,1.0,1.0
13170000,1.9281061,5999.0,1220.0709615913656,0.0043863403,0.0,0.0,1.0
13180000,1.9395887,5490.0,1219.575673345705,0.03312186,-0.3333333333333333,-0.3333333333333333,1.0
13190000,1.9564291,3566.0,1218.8249191825585,0.07373096,-1.0,-1.0,1.0
13200000,2.002277,5999.0,1219.0801499443746,0.036163364,0.0,0.0,1.0
13210000,1.9992392,2864.0,1219.2506344194144,-0.013995004,0.0,0.0,1.0
13220000,1.9851248,5999.0,1219.0837264319616,-0.00761498,0.0,0.0,1.0
13230000,1.9730949,541.25,1218.9550774375675,-0.07341192,-0.5,-0.5,1.0
13240000,1.9923906,1554.5,1218.3285003823328,0.0059873476,-0.5,-0.5,1.0
13250000,1.9775068,393.5,1217.3329422847887,-0.02037286,-1.0,-1.0,1.0
13260000,1.9595429,None,None,-0.0075612576,None,None,1.0
13270000,1.9543662,4335.0,1216.917885990795,-0.07476381,-0.3333333333333333,-0.3333333333333333,1.0
13280000,1.9791956,4944.333333333333,1216.5960029864689,-0.010377985,0.0,0.0,1.0
13290000,1.9774477,5999.0,1216.60060216901,-0.009913662,0.0,0.0,1.0
13300000,1.9535533,4484.333333333333,1216.1100011560993,-0.02639357,-0.5,-0.5,1.0
13310000,1.9838516,4892.0,1216.1204006979829,-0.027098099,0.0,0.0,1.0
13320000,1.9863071,5999.0,1216.123850523095,-0.0238049,0.0,0.0,1.0
13330000,1.9954705,5999.0,1215.9709830944341,-0.036163323,-0.3333333333333333,-0.3333333333333333,1.0
13340000,1.9830484,5999.0,1215.653527652206,0.0070022396,0.0,0.0,1.0
13350000,1.9717631,5999.0,1215.653527652206,0.009368942,0.0,0.0,1.0
13360000,1.9818351,3385.5,1215.411442889248,0.007380262,-0.5,-0.5,1.0
13370000,1.9679729,3435.0,1216.0162702720936,0.020626003,0.6666666666666666,0.6666666666666666,1.0
13380000,1.998317,5999.0,1216.2021715286016,-0.034379818,0.0,0.0,1.0
13390000,1.9895449,5999.0,1216.2126387976068,-0.014656074,0.0,0.0,1.0
13400000,1.9692129,5999.0,1216.2251566327081,-0.014000138,0.0,0.0,1.0
13410000,1.9538367,None,None,-0.010735964,None,None,1.0
13420000,1.9678642,5501.333333333333,1216.5808054465394,-0.0010494682,0.0,0.0,1.0
13430000,1.9596226,1845.2,1216.775122810101,0.061086576,0.0,0.0,1.0
13440000,1.9824983,None,None,0.016257428,1.0,1.0,1.0
13450000,1.9441994,2234.0,1217.2864030567716,0.0013152491,0.0,0.0,1.0
13460000,1.9423274,2697.0,1217.2955669590367,0.022217287,0.0,0.0,1.0
13470000,1.9140828,4942.5,1217.2955669590367,0.06482281,0.5,0.5,1.0
13480000,1.9384162,5998.0,1217.7988567769662,0.023199756,1.0,1.0,1.0
13490000,1.9857583,5394.333333333333,1218.3072599804916,0.011332969,0.3333333333333333,0.3333333333333333,1.0
13500000,1.9774042,5375.666666666667,1217.808860034943,0.0017389647,-0.3333333333333333,-0.3333333333333333,1.0
13510000,1.994525,None,None,0.0040330626,None,None,1.0
13520000,2.0126474,5999.0,1218.063127104935,0.003356949,0.5,0.5,1.0
13530000,2.017029,5404.5,1218.5644067185842,-0.002439039,0.5,0.5,1.0
13540000,2.0217843,5999.0,1218.8206433315863,-0.0037621972,0.0,0.0,1.0
13550000,2.0222104,5999.0,1218.8227409467781,-0.0019226605,None,None,1.0
13560000,2.011638,5999.0,1218.8227409467781,-0.0020846552,0.0,0.0,1.0
13570000,2.0117905,5999.0,1218.8241667766265,-0.00082899176,None,None,1.0
13580000,2.0076442,5999.0,1218.832996478831,-0.00054608274,0.0,0.0,1.0
13590000,1.9766043,4931.2,1218.8396865516822,0.00047406944,0.2,0.2,1.0
13600000,1.9783431,5999.0,1218.8414055647556,-0.0011438036,0.0,0.0,1.0
13610000,1.9973766,5999.0,1218.8477875175818,-0.0011524783,0.0,0.0,1.0
13620000,1.9969915,5999.0,1218.8477875175818,-0.00076367543,0.0,0.0,1.0
13630000,2.0012271,3738.25,1218.4774666170085,-0.0029562472,-0.3333333333333333,-0.3333333333333333,1.0
13640000,1.9993281,1334.0,1218.3657936537088,-0.0019769126,0.0,0.0,1.0
13650000,2.0018473,2443.0,1218.3687377320134,-0.0025814655,0.0,0.0,1.0
13660000,2.0150485,2614.0,1217.8788760843188,-0.0018588348,-1.0,-1.0,1.0
13670000,2.0125422,4054.0,1217.8851846980722,0.0038321493,0.0,0.0,1.0
13680000,2.0044312,5515.5,1217.8854923520876,0.0020831318,0.0,0.0,1.0
13690000,2.0045278,5999.0,1217.8935466274183,0.02254103,0.0,0.0,1.0
13700000,1.9964106,4998.0,1217.9047509576862,0.02650849,0.0,0.0,1.0
13710000,2.0143669,5999.0,1217.9162672301666,0.017894994,0.0,0.0,1.0
13720000,2.010962,5897.0,1218.4242852005013,0.0144224325,0.3333333333333333,0.3333333333333333,1.0
13730000,2.0080383,5733.0,1218.9224014909498,0.002626428,0.5,0.5,1.0
13740000,2.015883,5999.0,1218.924030159585,0.004270492,None,None,1.0
13750000,2.0187595,5999.0,1218.9201657827641,0.0018244188,0.0,0.0,1.0
13760000,2.0200536,5999.0,1218.9189603854734,0.0022795438,0.0,0.0,1.0
13770000,2.020825,None,None,0.0012174307,0.0,0.0,1.0
13780000,2.0277944,5999.0,1218.9154629061966,0.0012891719,0.0,0.0,1.0
13790000,2.0216238,None,None,0.0011033842,0.0,0.0,1.0
13800000,2.0113537,5999.0,1218.9259190996465,0.0011208176,0.0,0.0,1.0
13810000,2.0118573,5999.0,1218.9267437790031,0.0010619023,0.0,0.0,1.0
13820000,2.0024662,5999.0,1218.924307474979,0.00036781788,0.0,0.0,1.0
13830000,1.9930925,4088.6666666666665,1218.9279532190842,0.0016526253,0.0,0.0,1.0
13840000,1.9636631,1656.5,1218.9281418104847,0.012739095,0.0,0.0,1.0
13850000,2.0061097,2271.0,1218.928138796213,0.017704494,0.0,0.0,1.0
13860000,2.013646,3543.0,1218.9293647862717,0.009429178,0.0,0.0,1.0
13870000,1.9792762,4233.0,1218.9293647862717,0.012564154,0.0,0.0,1.0
13880000,1.9766012,5743.0,1218.936343330232,0.034250323,0.0,0.0,1.0
13890000,2.0030277,5996.0,1218.9371470390947,0.038140938,1.0,1.0,1.0
13900000,1.9979943,5296.0,1218.935989810824,-0.0012380749,0.0,0.0,1.0
13910000,1.9972427,5524.5,1218.9334673661988,-0.0011064026,0.0,0.0,1.0
13920000,1.9843817,5999.0,1218.9325856302237,-0.0005364763,0.0,0.0,1.0
13930000,1.9812924,5999.0,1218.9319832998935,0.00047066124,0.0,0.0,1.0
13940000,1.985692,5999.0,1218.930524063882,0.00035520288,0.0,0.0,1.0
13950000,1.9893992,5999.0,1218.9302741234578,-0.00032900786,0.0,0.0,1.0
13960000,1.9921467,None,None,0.0005586681,None,None,1.0
13970000,1.9824446,5999.0,1218.9274124756953,-0.000108434106,0.0,0.0,1.0
13980000,1.9667614,5999.0,1218.9246242490458,-0.016013553,0.0,0.0,1.0
13990000,1.9587063,5999.0,1218.923024879515,-0.023818443,0.0,0.0,1.0
14000000,1.9526653,4597.8,1219.226897913512,-0.06383384,0.5,0.5,1.0
14010000,1.9829684,5999.0,1219.4271041036718,0.00064505223,0.0,0.0,1.0
14020000,1.99839,5999.0,1219.4246838599756,0.00198847,0.0,0.0,1.0
14030000,1.9899098,154.0,1219.4246838599756,0.00288489,0.0,0.0,1.0
14040000,1.9886675,900.0,1219.4192665292342,0.00429884,0.0,0.0,1.0
14050000,1.9689986,2558.2,1219.421431660296,0.028955242,0.0,0.0,1.0
14060000,1.9704804,None,None,0.035985947,0.0,0.0,1.0
14070000,1.9920697,4301.0,1219.4212628634355,0.028354673,0.0,0.0,1.0
14080000,1.991686,5999.0,1219.419958139528,0.026108723,0.0,0.0,1.0
14090000,2.000726,None,None,0.027532,None,None,1.0
14100000,1.979519,5095.0,1219.421034086964,0.0046981974,0.0,0.0,1.0
14110000,2.0042582,5999.0,1219.2939395990068,0.017818088,0.0,0.0,1.0
14120000,2.017891,5999.0,1219.422915449782,0.0046445346,0.0,0.0,1.0
14130000,2.0123096,None,None,0.004844559,None,None,1.0
14140000,2.004715,5920.0,1218.9220879440595,0.0034804752,-1.0,-1.0,1.0
14150000,2.0162299,None,None,0.0042339577,None,None,1.0
14160000,1.9915434,5999.0,1218.9226722312542,0.004442308,0.0,0.0,1.0
14170000,2.0123055,5999.0,1218.9236004729214,0.004224832,0.0,0.0,1.0
14180000,2.0175416,None,None,0.00396581,None,None,1.0
14190000,2.0043485,5999.0,1218.923608768435,0.0036559515,0.0,0.0,1.0
14200000,2.00526,5999.0,1218.9212727820593,0.003331824,0.0,0.0,1.0
14210000,2.0020154,5999.0,1218.9156886495566,0.003026595,0.0,0.0,1.0
14220000,1.9856519,3765.5,1219.1633290313434,-0.0032362666,0.5,0.5,1.0
14230000,1.9858894,5999.0,1219.4111896889965,-0.029371182,0.0,0.0,1.0
14240000,1.9901448,348.0,1219.4092590182104,0.02902369,0.0,0.0,1.0
14250000,2.0052688,None,None,0.030212324,None,None,1.0
14260000,1.9998384,3380.75,1219.4084445621263,0.039864916,0.25,0.25,1.0
14270000,2.0131109,4478.5,1219.4071796184376,0.00025716255,0.0,0.0,1.0
14280000,2.0126166,None,None,0.0023449124,None,None,1.0
14290000,2.0146046,5999.0,1219.406162171958,0.00092296704,0.0,0.0,1.0
14300000,2.0039635,3800.0,1219.405941188979,0.0018011905,0.0,0.0,1.0
14310000,2.0122576,5999.0,1219.4028729587533,0.0015171784,0.0,0.0,1.0
14320000,1.9866697,5764.0,1219.3998491097075,0.0021128403,0.0,0.0,1.0
14330000,1.9812438,5999.0,1219.3973187874521,0.0017454845,0.0,0.0,1.0
14340000,1.9881284,5999.0,1219.3973556240103,-0.022320228,0.0,0.0,1.0
14350000,1.9913774,2810.0,1218.895082058496,-0.01089562,-1.0,-1.0,1.0
14360000,2.0029068,5999.0,1218.8948566547233,0.0003677069,0.0,0.0,1.0
14370000,1.9922532,5999.0,1218.8936955141444,-0.0001827828,0.0,0.0,1.0
14380000,1.9852117,5999.0,1218.8935349046587,3.7187307e-05,0.0,0.0,1.0
14390000,1.9851208,5999.0,1218.8935349046587,-0.00012595353,0.0,0.0,1.0
14400000,1.9903935,5999.0,1218.894295344518,9.377896e-05,0.0,0.0,1.0
14410000,1.9819164,5999.0,1218.8951860361976,0.000126014,0.0,0.0,1.0
14420000,1.9701794,5999.0,1218.8953661044177,-7.0615635e-05,0.0,0.0,1.0
14430000,1.9702609,5999.0,1218.8935202872296,9.1682145e-05,None,None,1.0
14440000,1.9818118,1560.0,1218.8937869937174,0.00045414906,0.0,0.0,1.0
14450000,1.9897988,2836.0,1218.8891481495737,0.00070338417,0.0,0.0,1.0
14460000,1.9912313,None,None,0.0012942568,None,None,1.0
14470000,1.9490378,4419.75,1218.8898246896729,0.00084341917,0.0,0.0,1.0
14480000,1.953595,4852.0,1218.889873557995,0.021985168,0.0,0.0,1.0
14490000,1.9506674,5996.0,1218.885173093922,0.020020295,0.0,0.0,1.0
14500000,1.9459131,4952.5,1218.8852626765974,0.020235198,0.0,0.0,1.0
14510000,1.9443223,5325.0,1218.8830458631526,0.02015747,0.0,0.0,1.0
14520000,1.9388015,5999.0,1219.04772115016,0.018424237,0.0,0.0,1.0
14530000,1.918683,5999.0,1219.3808801958162,0.015462932,0.5,0.5,1.0
14540000,1.9366221,5999.0,1219.3755537612044,-0.0041693845,0.0,0.0,1.0
14550000,1.9490947,5071.666666666667,1219.0424956408935,-0.005631881,-0.3333333333333333,-0.3333333333333333,1.0
14560000,1.9542143,5999.0,1218.8725824219114,-0.0023147617,0.0,0.0,1.0
14570000,1.9355422,5999.0,1218.8726072385475,-0.0017724757,None,None,1.0
14580000,1.9174763,4310.0,1219.0393269109838,-0.0017874141,0.0,0.0,1.0
14590000,1.9175867,None,None,-0.027995637,None,None,1.0
14600000,1.9109223,5999.0,1219.1698507568865,-0.03661037,-0.2,-0.2,1.0
14610000,1.9335499,5999.0,1218.865457042221,-0.0075250724,0.0,0.0,1.0
14620000,1.9496942,5999.0,1218.8664824657678,-0.0084581515,0.0,0.0,1.0
14630000,1.9514405,5999.0,1218.8690219314353,-0.009233364,0.0,0.0,1.0
14640000,1.9774458,430.0,1218.8698667941899,0.011116625,1.0,1.0,1.0
14650000,1.9791427,2264.0,1218.8699429705837,-0.003019005,0.0,0.0,1.0
14660000,1.9595025,3890.0,1218.870009445602,-0.007838091,0.0,0.0,1.0
14670000,1.9447875,3680.0,1218.8708050876203,-0.020760257,0.0,0.0,1.0
14680000,1.9247048,5630.0,1218.8719417560774,-0.015560216,0.0,0.0,1.0
14690000,1.9379245,4987.5,1218.8676724575766,-0.016104858,0.0,0.0,1.0
14700000,1.9316813,5331.666666666667,1218.3689133246255,-0.020263711,-0.5,-0.5,1.0
14710000,1.9619374,5999.0,1217.870768200667,-0.006210213,-0.5,-0.5,1.0
14720000,1.9808184,5999.0,1217.8708444830795,0.0026590512,0.0,0.0,1.0
14730000,1.9688475,5999.0,1217.8722835380945,0.01582149,0.0,0.0,1.0
14740000,1.9404438,3786.0,1217.6763321880283,0.017635185,0.0,0.0,1.0
14750000,1.930347,1943.0,1217.3789589788141,0.014749263,None,None,1.0
14760000,1.946848,5999.0,1217.88234548801,0.012291942,0.0,0.0,1.0
14770000,1.9580704,5999.0,1217.8840224361313,0.0026870358,0.0,0.0,1.0
14780000,1.9650614,None,None,0.0032828029,None,None,1.0
14790000,1.945234,5999.0,1217.8856998941196,0.0040084305,0.0,0.0,1.0
14800000,1.9594052,5999.0,1217.386527211495,0.0034403563,-0.3333333333333333,-0.3333333333333333,1.0
14810000,1.9662713,5999.0,1217.3879560266082,0.0072769127,0.0,0.0,1.0
14820000,1.95022,5999.0,1217.3883122015336,0.020995885,0.0,0.0,1.0
14830000,1.9623171,5999.0,1217.3883122015336,0.015744891,0.0,0.0,1.0
14840000,1.9746875,955.3333333333334,1217.226774628204,-0.00675589,0.0,0.0,1.0
14850000,2.004257,1728.0,1216.399298045018,-0.008046809,-1.0,-1.0,1.0
14860000,1.9933106,2662.75,1216.9036527324158,0.006573431,0.3333333333333333,0.3333333333333333,1.0
14870000,1.9344337,None,None,-0.0076693348,0.0,0.0,1.0
14880000,1.9303657,3286.6666666666665,1216.904363862681,-0.011031837,0.3333333333333333,0.3333333333333333,1.0
14890000,1.9269966,5999.0,1216.9114725717363,-0.03942744,0.0,0.0,1.0
14900000,1.9574091,4984.5,1216.417831314685,-0.0214261,-0.3333333333333333,-0.3333333333333333,1.0
14910000,1.9581923,5999.0,1216.4242579132901,-0.00067009806,0.0,0.0,1.0
14920000,1.9502703,5999.0,1215.9298908101136,-0.00026139346,-1.0,-1.0,1.0
14930000,1.9821336,None,None,0.0103813335,None,None,1.0
14940000,1.976747,5999.0,1215.9382044491983,0.008709694,0.0,0.0,1.0
14950000,1.9841012,5999.0,1215.9412661725457,0.0066432366,0.0,0.0,1.0
14960000,1.9933368,5999.0,1215.948776084253,0.006401323,0.0,0.0,1.0
14970000,1.987309,5999.0,1215.953945810094,0.0048479782,0.0,0.0,1.0
14980000,1.9504838,5999.0,1215.9575018632888,0.023675328,0.0,0.0,1.0
14990000,1.9722798,5999.0,1216.4632157194303,0.028542701,1.0,1.0,1.0
15000000,1.9863129,5873.4,1216.4670172013218,0.0032846243,0.2,0.2,1.0
15010000,1.9723783,None,None,0.012348353,None,None,1.0
15020000,1.9698219,5999.0,1216.476177113629,0.020763557,0.0,0.0,1.0
15030000,1.9945644,4548.0,1216.980290539691,0.028664155,0.5,0.5,1.0
15040000,1.9853538,561.0,1216.981328263826,0.00024313817,1.0,1.0,1.0
15050000,1.9584044,1808.0,1216.984779194971,0.003676078,0.0,0.0,1.0
15060000,1.9682413,2722.0,1216.9889204199228,0.022315882,0.0,0.0,1.0
15070000,1.954037,3358.6666666666665,1216.9920310308426,0.02764719,0.0,0.0,1.0
15080000,1.961448,5134.0,1217.4994089864686,0.024252797,0.5,0.5,1.0
15090000,1.9561228,5999.0,1217.5016649301333,0.02368989,0.0,0.0,1.0
15100000,1.9620197,4594.333333333333,1217.5048308013654,0.010899756,0.3333333333333333,0.3333333333333333,1.0
15110000,1.9756602,5999.0,1217.5084690252133,-0.010190549,0.0,0.0,1.0
15120000,1.9750273,5999.0,1217.5118378687569,-0.011395563,0.0,0.0,1.0
15130000,1.9757171,5999.0,1217.5137700625712,-0.018604156,0.0,0.0,1.0
15140000,1.9603199,5999.0,1217.2647651258812,-0.007655683,-0.5,-0.5,1.0
15150000,1.981112,5999.0,1217.0177271384748,-0.0006215768,0.0,0.0,1.0
15160000,2.0036173,5999.0,1217.0190412864954,-0.0005257744,0.0,0.0,1.0
15170000,2.0001857,5999.0,1217.0260988789855,-0.00052623486,0.0,0.0,1.0
